id_venda,data,ano,mês,dia,id_cliente,customer_segment,regiao,estado,produto_categoria,produto_nome,canal_venda,quantidade,preco_unitario,pct_desconto,gross_revenue,discount_value,net_revenue,cost,profit,margin_pct,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
2190,2021-03-23 00:00:00,2021,Março,23,1895,Consumidor Final,Sul,RS,Eletrônicos,Webcam 4K,E-commerce,1,"R$ 749,19",5%,"R$ 749,19","R$ 36,70","R$ 712,49","R$ 426,29","R$ 286,19","40,17",,,,,,,
2191,2021-11-25 00:00:00,2021,Novembro,25,1542,Consumidor Final,Sul,SC,Eletrônicos,Teclado Mecânico,E-commerce,5,"R$ 702,60",6%,"R$ 3.512,99","R$ 212,31","R$ 3.300,68","R$ 1.967,73","R$ 1.332,95","40,38",,,,,,,
2192,2021-10-26 00:00:00,2021,Outubro,26,1530,Corporativo,Nordeste,PE,Eletrônicos,Cadeira Gamer,E-commerce,11,"R$ 725,19",11%,"R$ 7.977,13","R$ 896,10","R$ 7.081,04","R$ 4.762,77","R$ 2.318,27","32,74",,,,,,,
2193,2021-07-23 00:00:00,2021,Julho,23,2212,Corporativo,Sudeste,MG,Eletrônicos,Cadeira Gamer,Loja Física,7,"R$ 626,50",10%,"R$ 4.385,51","R$ 420,49","R$ 3.965,03","R$ 2.572,66","R$ 1.392,37","35,12",,,,,,,
2194,2021-10-31 00:00:00,2021,Outubro,31,4143,Corporativo,Nordeste,CE,Móveis,Mesa Gamer,Loja Física,5,"R$ 590,60",10%,"R$ 2.952,98","R$ 306,73","R$ 2.646,25","R$ 1.728,85","R$ 917,40","34,67",,,,,,,
2195,2021-05-07 00:00:00,2021,Maio,7,1714,Corporativo,Centro-Oeste,GO,Eletrônicos,Cadeira Gamer,Loja Física,9,"R$ 762,15",9%,"R$ 6.859,32","R$ 600,76","R$ 6.258,57","R$ 4.093,45","R$ 2.165,12","34,59",,,,,,,
2196,2021-06-25 00:00:00,2021,Junho,25,2207,Corporativo,Centro-Oeste,GO,Eletrônicos,Webcam 4K,E-commerce,5,"R$ 796,75",7%,"R$ 3.983,76","R$ 282,16","R$ 3.701,59","R$ 2.004,33","R$ 1.697,26","45,85",,,,,,,
2197,2021-03-12 00:00:00,2021,Março,12,3699,Corporativo,Centro-Oeste,GO,Eletrônicos,Teclado Mecânico,E-commerce,9,"R$ 629,08",12%,"R$ 5.661,70","R$ 689,46","R$ 4.972,24","R$ 2.770,28","R$ 2.201,96","44,29",,,,,,,
2198,2021-05-18 00:00:00,2021,Maio,18,1958,Pequenas Empresas,Sudeste,MG,Eletrônicos,Headset Gamer,Loja Física,8,"R$ 591,39",11%,"R$ 4.731,10","R$ 508,22","R$ 4.222,88","R$ 2.536,53","R$ 1.686,35","39,93",,,,,,,
2199,2021-02-05 00:00:00,2021,Fevereiro,5,2248,Corporativo,Sudeste,SP,Eletrônicos,Cadeira Gamer,Loja Física,10,"R$ 725,58",11%,"R$ 7.255,77","R$ 817,92","R$ 6.437,85","R$ 4.242,62","R$ 2.195,24","34,10",,,,,,,
2200,2021-08-09 00:00:00,2021,Agosto,9,3581,Corporativo,Sul,SC,Eletrônicos,Teclado Mecânico,Loja Física,12,"R$ 683,69",10%,"R$ 8.204,30","R$ 815,19","R$ 7.389,11","R$ 3.924,92","R$ 3.464,19","46,88",,,,,,,
2201,2021-10-06 00:00:00,2021,Outubro,6,2883,Consumidor Final,Sul,PR,Eletrônicos,Cadeira Gamer,E-commerce,3,"R$ 770,56",6%,"R$ 2.311,67","R$ 135,09","R$ 2.176,58","R$ 1.505,69","R$ 670,89","30,82",,,,,,,
2202,2021-01-13 00:00:00,2021,Janeiro,13,2598,Pequenas Empresas,Nordeste,BA,Eletrônicos,Microfone Condensador,E-commerce,7,"R$ 820,90",7%,"R$ 5.746,27","R$ 428,16","R$ 5.318,12","R$ 3.173,58","R$ 2.144,53","40,33",,,,,,,
2203,2021-06-05 00:00:00,2021,Junho,5,1251,Corporativo,Centro-Oeste,GO,Eletrônicos,Microfone Condensador,E-commerce,10,"R$ 734,56",12%,"R$ 7.345,58","R$ 904,27","R$ 6.441,31","R$ 3.878,58","R$ 2.562,72","39,79",,,,,,,
2204,2021-01-18 00:00:00,2021,Janeiro,18,2972,Corporativo,Sul,PR,Eletrônicos,Webcam 4K,Loja Física,8,"R$ 760,50",11%,"R$ 6.084,02","R$ 681,94","R$ 5.402,08","R$ 3.509,96","R$ 1.892,12","35,03",,,,,,,
2205,2021-12-19 00:00:00,2021,Dezembro,19,4747,Corporativo,Sudeste,RJ,Eletrônicos,Microfone Condensador,E-commerce,13,"R$ 660,27",15%,"R$ 8.583,57","R$ 1.268,18","R$ 7.315,39","R$ 4.132,69","R$ 3.182,70","43,51",,,,,,,
2206,2021-03-10 00:00:00,2021,Março,10,2174,Corporativo,Sul,SC,Eletrônicos,Headset Gamer,E-commerce,10,"R$ 555,85",10%,"R$ 5.558,46","R$ 531,17","R$ 5.027,29","R$ 2.804,53","R$ 2.222,75","44,21",,,,,,,
2207,2021-08-14 00:00:00,2021,Agosto,14,1933,Corporativo,Sudeste,MG,Móveis,Mesa Gamer,Loja Física,7,"R$ 558,31",12%,"R$ 3.908,15","R$ 464,41","R$ 3.443,74","R$ 2.174,34","R$ 1.269,40","36,86",,,,,,,
2208,2021-10-22 00:00:00,2021,Outubro,22,3724,Corporativo,Nordeste,PE,Eletrônicos,Teclado Mecânico,Loja Física,6,"R$ 770,19",11%,"R$ 4.621,11","R$ 527,27","R$ 4.093,84","R$ 2.570,69","R$ 1.523,16","37,21",,,,,,,
2209,2021-11-05 00:00:00,2021,Novembro,5,3511,Pequenas Empresas,Sul,SC,Móveis,Mesa Gamer,E-commerce,2,"R$ 582,50",10%,"R$ 1.165,00","R$ 116,20","R$ 1.048,79","R$ 677,92","R$ 370,88","35,36",,,,,,,
2210,2021-09-01 00:00:00,2021,Setembro,1,2392,Corporativo,Sudeste,RJ,Móveis,Mesa Gamer,Loja Física,8,"R$ 594,35",11%,"R$ 4.754,84","R$ 530,13","R$ 4.224,71","R$ 2.920,98","R$ 1.303,73","30,86",,,,,,,
2211,2021-01-09 00:00:00,2021,Janeiro,9,3969,Pequenas Empresas,Sudeste,SP,Eletrônicos,Headset Gamer,Loja Física,17,"R$ 566,52",9%,"R$ 9.630,82","R$ 869,75","R$ 8.761,08","R$ 4.358,95","R$ 4.402,13","50,25",,,,,,,
2212,2021-09-13 00:00:00,2021,Setembro,13,1846,Corporativo,Sudeste,SP,Eletrônicos,Webcam 4K,Loja Física,11,"R$ 754,01",12%,"R$ 8.294,10","R$ 961,99","R$ 7.332,11","R$ 4.335,57","R$ 2.996,54","40,87",,,,,,,
2213,2021-09-03 00:00:00,2021,Setembro,3,2592,Consumidor Final,Centro-Oeste,GO,Eletrônicos,Cadeira Gamer,E-commerce,2,"R$ 671,57",6%,"R$ 1.343,14","R$ 78,56","R$ 1.264,58","R$ 811,72","R$ 452,86","35,81",,,,,,,
2214,2021-04-17 00:00:00,2021,Abril,17,4609,Corporativo,Sul,PR,Eletrônicos,Teclado Mecânico,E-commerce,9,"R$ 649,43",12%,"R$ 5.844,89","R$ 684,67","R$ 5.160,21","R$ 2.874,53","R$ 2.285,68","44,29",,,,,,,
2215,2021-02-09 00:00:00,2021,Fevereiro,9,1447,Corporativo,Nordeste,CE,Eletrônicos,Cadeira Gamer,E-commerce,5,"R$ 701,85",10%,"R$ 3.509,23","R$ 363,86","R$ 3.145,36","R$ 2.208,89","R$ 936,48","29,77",,,,,,,
2216,2021-01-25 00:00:00,2021,Janeiro,25,4727,Pequenas Empresas,Nordeste,CE,Eletrônicos,Microfone Condensador,E-commerce,5,"R$ 657,62",8%,"R$ 3.288,10","R$ 259,86","R$ 3.028,24","R$ 1.655,23","R$ 1.373,01","45,34",,,,,,,
2217,2021-12-30 00:00:00,2021,Dezembro,30,3548,Corporativo,Nordeste,CE,Móveis,Mesa Gamer,E-commerce,4,"R$ 581,17",13%,"R$ 2.324,66","R$ 302,77","R$ 2.021,90","R$ 1.346,65","R$ 675,25","33,40",,,,,,,
2218,2021-08-20 00:00:00,2021,Agosto,20,3353,Consumidor Final,Nordeste,CE,Eletrônicos,Monitor Ultrawide,Loja Física,1,"R$ 675,15",5%,"R$ 675,15","R$ 31,29","R$ 643,86","R$ 384,29","R$ 259,57","40,31",,,,,,,
2219,2021-04-20 00:00:00,2021,Abril,20,2949,Pequenas Empresas,Sudeste,MG,Eletrônicos,Teclado Mecânico,Loja Física,1,"R$ 652,11",6%,"R$ 652,11","R$ 37,17","R$ 614,95","R$ 378,53","R$ 236,42","38,45",,,,,,,
2220,2021-07-03 00:00:00,2021,Julho,3,4110,Pequenas Empresas,Sudeste,RJ,Móveis,Mesa Gamer,E-commerce,4,"R$ 565,48",6%,"R$ 2.261,93","R$ 136,23","R$ 2.125,70","R$ 1.339,96","R$ 785,75","36,96",,,,,,,
2221,2021-11-18 00:00:00,2021,Novembro,18,3021,Corporativo,Nordeste,BA,Móveis,Mesa Gamer,Loja Física,7,"R$ 684,56",12%,"R$ 4.791,95","R$ 581,89","R$ 4.210,06","R$ 2.612,44","R$ 1.597,62","37,95",,,,,,,
2222,2021-04-18 00:00:00,2021,Abril,18,1537,Corporativo,Nordeste,BA,Eletrônicos,Monitor Ultrawide,Loja Física,9,"R$ 672,15",13%,"R$ 6.049,31","R$ 763,61","R$ 5.285,69","R$ 3.473,99","R$ 1.811,70","34,28",,,,,,,
2223,2021-03-12 00:00:00,2021,Março,12,1153,Consumidor Final,Sudeste,RJ,Eletrônicos,Webcam 4K,E-commerce,3,"R$ 668,33",6%,"R$ 2.005,00","R$ 112,73","R$ 1.892,28","R$ 1.067,75","R$ 824,52","43,57",,,,,,,
2224,2021-09-23 00:00:00,2021,Setembro,23,1249,Corporativo,Centro-Oeste,GO,Eletrônicos,Cadeira Gamer,E-commerce,5,"R$ 706,79",12%,"R$ 3.533,94","R$ 408,94","R$ 3.125,00","R$ 1.956,08","R$ 1.168,92","37,41",,,,,,,
2225,2021-12-15 00:00:00,2021,Dezembro,15,3398,Pequenas Empresas,Sul,PR,Eletrônicos,Cadeira Gamer,E-commerce,13,"R$ 755,36",9%,"R$ 9.819,66","R$ 908,01","R$ 8.911,65","R$ 6.057,31","R$ 2.854,34","32,03",,,,,,,
2226,2021-09-11 00:00:00,2021,Setembro,11,1539,Corporativo,Sudeste,SP,Eletrônicos,Monitor Ultrawide,Loja Física,11,"R$ 738,88",11%,"R$ 8.127,68","R$ 888,76","R$ 7.238,92","R$ 4.013,71","R$ 3.225,21","44,55",,,,,,,
2227,2021-08-04 00:00:00,2021,Agosto,4,4587,Pequenas Empresas,Sul,PR,Eletrônicos,Headset Gamer,Loja Física,10,"R$ 519,82",7%,"R$ 5.198,19","R$ 372,46","R$ 4.825,73","R$ 2.767,93","R$ 2.057,80","42,64",,,,,,,
2228,2021-03-20 00:00:00,2021,Março,20,1712,Corporativo,Sudeste,SP,Eletrônicos,Headset Gamer,Loja Física,11,"R$ 571,82",11%,"R$ 6.289,99","R$ 702,75","R$ 5.587,24","R$ 3.120,44","R$ 2.466,80","44,15",,,,,,,
2229,2021-11-03 00:00:00,2021,Novembro,3,3315,Corporativo,Sudeste,MG,Eletrônicos,Teclado Mecânico,E-commerce,22,"R$ 768,77",10%,"R$ 16.912,99","R$ 1.665,79","R$ 15.247,21","R$ 8.988,13","R$ 6.259,08","41,05",,,,,,,
2230,2021-11-20 00:00:00,2021,Novembro,20,3796,Corporativo,Sudeste,RJ,Eletrônicos,Mouse Gamer,E-commerce,17,"R$ 710,96",15%,"R$ 12.086,30","R$ 1.841,82","R$ 10.244,48","R$ 5.595,18","R$ 4.649,30","45,38",,,,,,,
2231,2021-04-04 00:00:00,2021,Abril,4,2608,Corporativo,Sudeste,RJ,Eletrônicos,Teclado Mecânico,E-commerce,16,"R$ 774,99",12%,"R$ 12.399,82","R$ 1.543,29","R$ 10.856,53","R$ 6.153,31","R$ 4.703,22","43,32",,,,,,,
2232,2021-02-05 00:00:00,2021,Fevereiro,5,2607,Consumidor Final,Sudeste,RJ,Eletrônicos,Monitor Ultrawide,E-commerce,1,"R$ 649,20",5%,"R$ 649,20","R$ 34,31","R$ 614,89","R$ 398,77","R$ 216,12","35,15",,,,,,,
2233,2021-03-27 00:00:00,2021,Março,27,1868,Pequenas Empresas,Sul,PR,Móveis,Mesa Gamer,Loja Física,5,"R$ 547,91",8%,"R$ 2.739,54","R$ 229,01","R$ 2.510,53","R$ 1.736,97","R$ 773,56","30,81",,,,,,,
2234,2021-01-19 00:00:00,2021,Janeiro,19,4882,Corporativo,Sudeste,RJ,Eletrônicos,Headset Gamer,Loja Física,22,"R$ 586,73",8%,"R$ 12.908,00","R$ 972,22","R$ 11.935,78","R$ 6.094,23","R$ 5.841,54","48,94",,,,,,,
2235,2021-01-16 00:00:00,2021,Janeiro,16,1835,Consumidor Final,Centro-Oeste,GO,Eletrônicos,Microfone Condensador,E-commerce,1,"R$ 660,59",2%,"R$ 660,59","R$ 13,32","R$ 647,27","R$ 360,36","R$ 286,91","44,33",,,,,,,
2236,2021-11-14 00:00:00,2021,Novembro,14,2508,Corporativo,Nordeste,CE,Eletrônicos,Microfone Condensador,E-commerce,9,"R$ 773,13",10%,"R$ 6.958,13","R$ 729,87","R$ 6.228,25","R$ 3.613,03","R$ 2.615,22","41,99",,,,,,,
2237,2021-07-27 00:00:00,2021,Julho,27,4471,Consumidor Final,Nordeste,BA,Eletrônicos,Cadeira Gamer,E-commerce,4,"R$ 659,68",5%,"R$ 2.638,72","R$ 143,56","R$ 2.495,16","R$ 1.404,66","R$ 1.090,50","43,70",,,,,,,
2238,2021-01-15 00:00:00,2021,Janeiro,15,3905,Consumidor Final,Sul,RS,Móveis,Mesa Gamer,Loja Física,1,"R$ 571,78",4%,"R$ 571,78","R$ 25,72","R$ 546,07","R$ 352,27","R$ 193,79","35,49",,,,,,,
2239,2021-03-18 00:00:00,2021,Março,18,3261,Consumidor Final,Sudeste,SP,Móveis,Mesa Gamer,E-commerce,1,"R$ 606,27",1%,"R$ 606,27","R$ 6,06","R$ 600,21","R$ 396,04","R$ 204,17","34,02",,,,,,,
2240,2021-05-04 00:00:00,2021,Maio,4,2245,Corporativo,Sudeste,SP,Eletrônicos,Monitor Ultrawide,E-commerce,7,"R$ 718,63",7%,"R$ 5.030,41","R$ 376,44","R$ 4.653,98","R$ 3.018,56","R$ 1.635,42","35,14",,,,,,,
2241,2021-11-10 00:00:00,2021,Novembro,10,4537,Pequenas Empresas,Nordeste,CE,Móveis,Mesa Gamer,Loja Física,8,"R$ 655,81",8%,"R$ 5.246,44","R$ 403,96","R$ 4.842,48","R$ 3.057,86","R$ 1.784,63","36,85",,,,,,,
2242,2021-07-04 00:00:00,2021,Julho,4,2924,Consumidor Final,Sudeste,SP,Eletrônicos,Webcam 4K,E-commerce,1,"R$ 715,27",6%,"R$ 715,27","R$ 42,56","R$ 672,71","R$ 369,02","R$ 303,70","45,15",,,,,,,
2243,2021-12-18 00:00:00,2021,Dezembro,18,4331,Corporativo,Nordeste,BA,Eletrônicos,Teclado Mecânico,E-commerce,17,"R$ 714,40",14%,"R$ 12.144,81","R$ 1.722,52","R$ 10.422,30","R$ 6.023,70","R$ 4.398,59","42,20",,,,,,,
2244,2021-11-09 00:00:00,2021,Novembro,9,2562,Consumidor Final,Sudeste,MG,Eletrônicos,Teclado Mecânico,E-commerce,1,"R$ 653,78",9%,"R$ 653,78","R$ 56,01","R$ 597,77","R$ 336,84","R$ 260,93","43,65",,,,,,,
2245,2021-03-27 00:00:00,2021,Março,27,1244,Corporativo,Sul,RS,Eletrônicos,Monitor Ultrawide,E-commerce,10,"R$ 676,81",12%,"R$ 6.768,09","R$ 791,12","R$ 5.976,97","R$ 3.674,88","R$ 2.302,09","38,52",,,,,,,
2246,2021-09-19 00:00:00,2021,Setembro,19,3866,Corporativo,Sudeste,RJ,Eletrônicos,Monitor Ultrawide,Loja Física,17,"R$ 693,21",12%,"R$ 11.784,53","R$ 1.356,11","R$ 10.428,41","R$ 6.381,53","R$ 4.046,88","38,81",,,,,,,
2247,2021-07-14 00:00:00,2021,Julho,14,4045,Consumidor Final,Sudeste,MG,Eletrônicos,Monitor Ultrawide,Loja Física,1,"R$ 731,52",2%,"R$ 731,52","R$ 17,12","R$ 714,40","R$ 454,32","R$ 260,08","36,41",,,,,,,
2248,2021-12-07 00:00:00,2021,Dezembro,7,1369,Corporativo,Sudeste,RJ,Eletrônicos,Cadeira Gamer,E-commerce,9,"R$ 718,50",11%,"R$ 6.466,54","R$ 688,11","R$ 5.778,43","R$ 3.702,66","R$ 2.075,76","35,92",,,,,,,
2249,2021-12-03 00:00:00,2021,Dezembro,3,4058,Corporativo,Centro-Oeste,GO,Eletrônicos,Teclado Mecânico,E-commerce,16,"R$ 636,85",14%,"R$ 10.189,64","R$ 1.393,68","R$ 8.795,96","R$ 4.869,65","R$ 3.926,31","44,64",,,,,,,
2250,2021-10-16 00:00:00,2021,Outubro,16,4986,Corporativo,Nordeste,BA,Eletrônicos,Mouse Gamer,E-commerce,4,"R$ 694,54",6%,"R$ 2.778,18","R$ 156,29","R$ 2.621,89","R$ 1.394,22","R$ 1.227,66","46,82",,,,,,,
2251,2021-04-21 00:00:00,2021,Abril,21,4605,Consumidor Final,Nordeste,BA,Eletrônicos,Headset Gamer,E-commerce,1,"R$ 575,86",3%,"R$ 575,86","R$ 14,74","R$ 561,12","R$ 351,17","R$ 209,95","37,42",,,,,,,
2252,2021-02-20 00:00:00,2021,Fevereiro,20,1123,Corporativo,Sudeste,MG,Móveis,Mesa Gamer,E-commerce,7,"R$ 640,95",15%,"R$ 4.486,68","R$ 666,83","R$ 3.819,85","R$ 2.669,02","R$ 1.150,83","30,13",,,,,,,
2253,2021-02-05 00:00:00,2021,Fevereiro,5,3172,Corporativo,Centro-Oeste,GO,Eletrônicos,Cadeira Gamer,E-commerce,6,"R$ 702,49",12%,"R$ 4.214,91","R$ 506,11","R$ 3.708,80","R$ 2.283,14","R$ 1.425,67","38,44",,,,,,,
2254,2021-06-18 00:00:00,2021,Junho,18,2229,Pequenas Empresas,Sudeste,MG,Eletrônicos,Headset Gamer,Loja Física,7,"R$ 614,97",10%,"R$ 4.304,81","R$ 409,03","R$ 3.895,78","R$ 2.144,71","R$ 1.751,06","44,95",,,,,,,
2255,2021-06-16 00:00:00,2021,Junho,16,1298,Corporativo,Sudeste,SP,Eletrônicos,Headset Gamer,Loja Física,8,"R$ 578,66",12%,"R$ 4.629,26","R$ 535,41","R$ 4.093,85","R$ 2.223,42","R$ 1.870,43","45,69",,,,,,,
2256,2021-04-19 00:00:00,2021,Abril,19,2846,Consumidor Final,Sudeste,SP,Eletrônicos,Webcam 4K,E-commerce,1,"R$ 781,50",6%,"R$ 781,50","R$ 48,66","R$ 732,83","R$ 453,98","R$ 278,85","38,05",,,,,,,
2257,2021-06-30 00:00:00,2021,Junho,30,2552,Corporativo,Nordeste,PE,Eletrônicos,Teclado Mecânico,E-commerce,14,"R$ 704,15",12%,"R$ 9.858,07","R$ 1.209,12","R$ 8.648,95","R$ 4.889,86","R$ 3.759,09","43,46",,,,,,,
2258,2021-01-06 00:00:00,2021,Janeiro,6,1767,Corporativo,Nordeste,CE,Eletrônicos,Cadeira Gamer,Loja Física,6,"R$ 646,02",10%,"R$ 3.876,11","R$ 403,13","R$ 3.472,98","R$ 2.221,00","R$ 1.251,98","36,05",,,,,,,
2259,2021-06-25 00:00:00,2021,Junho,25,3210,Pequenas Empresas,Nordeste,PE,Eletrônicos,Microfone Condensador,E-commerce,10,"R$ 774,25",8%,"R$ 7.742,49","R$ 605,36","R$ 7.137,13","R$ 3.912,24","R$ 3.224,88","45,18",,,,,,,
2260,2021-01-18 00:00:00,2021,Janeiro,18,3929,Pequenas Empresas,Sul,PR,Eletrônicos,Headset Gamer,Loja Física,4,"R$ 552,19",9%,"R$ 2.208,76","R$ 200,71","R$ 2.008,05","R$ 1.193,15","R$ 814,90","40,58",,,,,,,
2261,2021-11-24 00:00:00,2021,Novembro,24,2570,Corporativo,Sul,RS,Eletrônicos,Monitor Ultrawide,E-commerce,14,"R$ 646,18",11%,"R$ 9.046,57","R$ 991,70","R$ 8.054,87","R$ 5.224,95","R$ 2.829,92","35,13",,,,,,,
2262,2021-12-24 00:00:00,2021,Dezembro,24,4852,Corporativo,Sudeste,RJ,Eletrônicos,Cadeira Gamer,E-commerce,11,"R$ 681,11",11%,"R$ 7.492,20","R$ 797,40","R$ 6.694,80","R$ 4.263,90","R$ 2.430,90","36,31",,,,,,,
2263,2021-02-27 00:00:00,2021,Fevereiro,27,4958,Pequenas Empresas,Sudeste,RJ,Eletrônicos,Cadeira Gamer,Loja Física,8,"R$ 753,28",7%,"R$ 6.026,22","R$ 447,75","R$ 5.578,46","R$ 3.734,82","R$ 1.843,64","33,05",,,,,,,
2264,2021-04-12 00:00:00,2021,Abril,12,4163,Pequenas Empresas,Nordeste,PE,Eletrônicos,Mouse Gamer,E-commerce,7,"R$ 786,44",8%,"R$ 5.505,08","R$ 463,18","R$ 5.041,91","R$ 2.524,25","R$ 2.517,66","49,93",,,,,,,
2265,2021-12-08 00:00:00,2021,Dezembro,8,1754,Pequenas Empresas,Nordeste,PE,Eletrônicos,Cadeira Gamer,Loja Física,6,"R$ 739,57",11%,"R$ 4.437,42","R$ 490,25","R$ 3.947,17","R$ 2.708,11","R$ 1.239,06","31,39",,,,,,,
2266,2021-04-26 00:00:00,2021,Abril,26,4488,Corporativo,Sul,RS,Eletrônicos,Headset Gamer,Loja Física,12,"R$ 601,57",6%,"R$ 7.218,87","R$ 420,17","R$ 6.798,71","R$ 3.532,61","R$ 3.266,10","48,04",,,,,,,
2267,2021-08-31 00:00:00,2021,Agosto,31,4607,Pequenas Empresas,Sul,RS,Móveis,Mesa Gamer,Loja Física,6,"R$ 664,10",10%,"R$ 3.984,59","R$ 400,82","R$ 3.583,77","R$ 2.371,13","R$ 1.212,64","33,84",,,,,,,
2268,2021-11-19 00:00:00,2021,Novembro,19,3442,Pequenas Empresas,Sudeste,SP,Eletrônicos,Headset Gamer,E-commerce,7,"R$ 548,19",10%,"R$ 3.837,34","R$ 399,94","R$ 3.437,40","R$ 1.903,94","R$ 1.533,46","44,61",,,,,,,
2269,2021-02-04 00:00:00,2021,Fevereiro,4,3381,Corporativo,Sul,RS,Móveis,Mesa Gamer,E-commerce,7,"R$ 606,33",12%,"R$ 4.244,34","R$ 506,87","R$ 3.737,47","R$ 2.534,96","R$ 1.202,51","32,17",,,,,,,
2270,2021-04-25 00:00:00,2021,Abril,25,1275,Corporativo,Sudeste,SP,Eletrônicos,Microfone Condensador,E-commerce,13,"R$ 741,05",14%,"R$ 9.633,62","R$ 1.323,79","R$ 8.309,83","R$ 4.740,98","R$ 3.568,85","42,95",,,,,,,
2271,2021-09-28 00:00:00,2021,Setembro,28,2762,Consumidor Final,Nordeste,CE,Móveis,Mesa Gamer,E-commerce,3,"R$ 584,33",7%,"R$ 1.752,98","R$ 116,37","R$ 1.636,61","R$ 970,33","R$ 666,28","40,71",,,,,,,
2272,2021-05-31 00:00:00,2021,Maio,31,1739,Consumidor Final,Sul,RS,Eletrônicos,Microfone Condensador,E-commerce,1,"R$ 704,72",5%,"R$ 704,72","R$ 37,03","R$ 667,69","R$ 351,94","R$ 315,75","47,29",,,,,,,
2273,2021-07-31 00:00:00,2021,Julho,31,3306,Pequenas Empresas,Sudeste,RJ,Eletrônicos,Webcam 4K,E-commerce,5,"R$ 790,69",7%,"R$ 3.953,45","R$ 261,03","R$ 3.692,42","R$ 2.220,87","R$ 1.471,54","39,85",,,,,,,
2274,2021-08-03 00:00:00,2021,Agosto,3,2850,Corporativo,Sul,PR,Eletrônicos,Monitor Ultrawide,Loja Física,13,"R$ 700,17",9%,"R$ 9.102,17","R$ 838,81","R$ 8.263,36","R$ 4.728,28","R$ 3.535,08","42,78",,,,,,,
2275,2021-02-08 00:00:00,2021,Fevereiro,8,4274,Corporativo,Sudeste,RJ,Eletrônicos,Monitor Ultrawide,E-commerce,12,"R$ 673,85",9%,"R$ 8.086,16","R$ 735,82","R$ 7.350,34","R$ 4.325,85","R$ 3.024,49","41,15",,,,,,,
2276,2021-06-01 00:00:00,2021,Junho,1,2016,Pequenas Empresas,Centro-Oeste,GO,Móveis,Mesa Gamer,Loja Física,7,"R$ 626,57",6%,"R$ 4.385,97","R$ 264,76","R$ 4.121,21","R$ 2.502,69","R$ 1.618,52","39,27",,,,,,,
2277,2021-04-26 00:00:00,2021,Abril,26,1035,Corporativo,Sudeste,RJ,Eletrônicos,Headset Gamer,E-commerce,5,"R$ 540,81",13%,"R$ 2.704,04","R$ 350,06","R$ 2.353,98","R$ 1.270,64","R$ 1.083,34","46,02",,,,,,,
2278,2021-04-09 00:00:00,2021,Abril,9,2224,Pequenas Empresas,Sudeste,RJ,Eletrônicos,Headset Gamer,E-commerce,6,"R$ 535,89",8%,"R$ 3.215,37","R$ 261,82","R$ 2.953,55","R$ 1.694,31","R$ 1.259,24","42,63",,,,,,,
2279,2021-02-23 00:00:00,2021,Fevereiro,23,1639,Corporativo,Nordeste,CE,Móveis,Mesa Gamer,E-commerce,5,"R$ 664,80",12%,"R$ 3.324,01","R$ 414,14","R$ 2.909,87","R$ 1.856,86","R$ 1.053,00","36,19",,,,,,,
2280,2021-07-30 00:00:00,2021,Julho,30,1850,Corporativo,Sul,RS,Eletrônicos,Webcam 4K,Loja Física,16,"R$ 832,96",11%,"R$ 13.327,34","R$ 1.487,17","R$ 11.840,17","R$ 7.287,70","R$ 4.552,47","38,45",,,,,,,
2281,2021-09-20 00:00:00,2021,Setembro,20,4020,Corporativo,Sudeste,SP,Eletrônicos,Headset Gamer,E-commerce,8,"R$ 624,89",10%,"R$ 4.999,12","R$ 503,25","R$ 4.495,86","R$ 2.293,89","R$ 2.201,97","48,98",,,,,,,
2282,2021-01-07 00:00:00,2021,Janeiro,7,2718,Consumidor Final,Sul,RS,Móveis,Mesa Gamer,E-commerce,3,"R$ 656,45",4%,"R$ 1.969,35","R$ 86,94","R$ 1.882,41","R$ 1.210,06","R$ 672,35","35,72",,,,,,,
2283,2021-06-08 00:00:00,2021,Junho,8,1006,Consumidor Final,Sudeste,MG,Eletrônicos,Monitor Ultrawide,Loja Física,1,"R$ 613,71",5%,"R$ 613,71","R$ 27,91","R$ 585,80","R$ 380,40","R$ 205,41","35,06",,,,,,,
2284,2021-11-17 00:00:00,2021,Novembro,17,2167,Corporativo,Sudeste,MG,Eletrônicos,Headset Gamer,E-commerce,10,"R$ 504,84",12%,"R$ 5.048,38","R$ 626,34","R$ 4.422,04","R$ 2.224,62","R$ 2.197,42","49,69",,,,,,,
2285,2021-05-03 00:00:00,2021,Maio,3,2552,Consumidor Final,Sudeste,MG,Eletrônicos,Cadeira Gamer,E-commerce,2,"R$ 672,99",3%,"R$ 1.345,97","R$ 43,99","R$ 1.301,98","R$ 837,92","R$ 464,07","35,64",,,,,,,
2286,2021-01-30 00:00:00,2021,Janeiro,30,3757,Pequenas Empresas,Nordeste,BA,Eletrônicos,Teclado Mecânico,E-commerce,2,"R$ 779,98",9%,"R$ 1.559,97","R$ 142,30","R$ 1.417,66","R$ 789,45","R$ 628,21","44,31",,,,,,,
2287,2021-12-14 00:00:00,2021,Dezembro,14,4648,Consumidor Final,Centro-Oeste,GO,Eletrônicos,Microfone Condensador,E-commerce,5,"R$ 800,69",6%,"R$ 4.003,44","R$ 224,08","R$ 3.779,35","R$ 1.971,30","R$ 1.808,06","47,84",,,,,,,
